Ocean Acidification,,,,,,,,,,,
uatm,,,,,,,,,,,
Month,California Current,Gulf of Alaska,Aleutian Islands,Eastern Bering Sea,Beaufort Sea,Northern Bering & Chukchi Seas,Northeast,Southeast,Gulf of Mexico,Caribbean,Pacific Islands
12/1/2013,378.9305916,384.3637767,400.1485081,422.019813,310.817222,398.7061549,367.0826717,362.4773253,371.6653046,378.6218518,382.6163434
1/1/2014,377.3942789,396.828765,415.7865411,430.833834,318.7416834,372.7941904,363.9238331,356.6082372,358.3165984,369.4659454,379.9708133
2/1/2014,373.0930641,410.8416084,431.1327616,437.6503988,309.3239452,377.9611329,357.5197394,356.1862182,352.5758039,362.9225488,375.8610105
3/1/2014,369.3553809,413.5935206,427.7001727,449.5360676,314.2717205,375.0970884,349.8071976,352.0451028,351.3205125,362.807046,372.5903727
4/1/2014,367.4000697,405.5747488,426.3071458,438.3490248,271.0892733,309.6982989,343.1488445,354.9538255,353.5259485,364.2939488,373.3639164
5/1/2014,366.6344367,376.002714,423.33236,414.5984822,260.6911321,318.5571418,327.9900431,368.0111954,371.7091056,372.1836628,376.6873244
6/1/2014,377.2842897,341.5980104,395.7049324,308.8628287,261.0069151,266.4687366,348.4124095,393.7971196,402.2254379,383.1018851,383.230321
7/1/2014,373.1505329,322.2212346,362.1878174,327.9589694,268.150866,262.359997,374.4331011,401.8343407,395.2910186,391.6448578,393.5950813
8/1/2014,384.3057016,320.71267,371.9631117,330.9132091,258.6140222,276.2860836,406.8304475,408.721611,403.7049173,393.1806726,395.0456604
9/1/2014,391.3373362,321.2101363,367.4801628,336.5688042,319.6001897,299.8132743,404.0746036,408.0478301,408.4307033,396.7669321,397.0842677
10/1/2014,389.7443203,338.9002458,367.4149542,344.4071012,357.2649349,318.6662972,391.5574638,404.2765677,406.1376251,399.1331879,395.5782117
11/1/2014,384.4450385,366.3785441,376.4744874,372.6000541,305.2765184,389.6133091,376.3775337,391.8857764,378.6817001,395.7666716,389.0500713
12/1/2014,380.4829126,378.9729799,396.8623998,426.4071706,317.0223536,380.2362616,375.1091434,372.703493,376.3514815,380.8535586,382.731192
1/1/2015,377.7770157,389.87447,417.8678197,432.210886,316.234237,378.555265,366.6418405,374.445348,366.0991644,370.3254087,377.3809915
2/1/2015,371.6295112,403.6389325,431.9647333,436.6102678,312.1121229,375.7424891,359.5750828,363.3022156,357.864266,365.9240957,372.8262588
3/1/2015,369.4925329,408.234615,438.0965523,458.6143077,317.6077548,373.7062268,354.256435,365.6171651,363.175613,366.339137,369.8620195
4/1/2015,370.751581,403.5535217,438.1067313,445.128627,275.5738169,304.3970798,342.5545506,366.5234062,365.4365117,366.541978,369.3307528
5/1/2015,372.6609063,368.6179096,427.8263718,415.1736997,262.8331221,311.6353933,327.0889907,375.2529177,378.1682719,377.7377561,375.0024265
6/1/2015,377.7220741,335.2326192,402.223798,322.5855897,263.3266726,272.9883295,351.4850175,401.026131,399.6680275,387.8698486,381.7516136
7/1/2015,379.4696714,329.3848626,379.7038655,325.9468514,265.325954,276.7790106,378.1173323,407.384561,399.8316354,392.4383804,389.1448418
8/1/2015,393.2298785,329.2952316,364.5378217,322.8867645,283.7365677,293.0298631,411.3337126,408.6090604,402.3279562,394.9665095,392.903337
9/1/2015,397.6110661,330.5231942,365.3826983,327.0186579,315.6320767,310.8530314,411.3996055,408.8825554,405.3146735,398.9191087,392.4120742
10/1/2015,396.784351,340.3193925,375.4070123,340.1228091,346.5913088,329.9816445,398.9011058,405.8377872,397.2218071,400.1914585,391.1971932
11/1/2015,386.5596442,369.6565971,390.7594967,385.2746408,318.9610342,382.1701813,377.9442579,394.5621832,388.6140112,395.3197589,385.8342352
12/1/2015,380.256284,382.6079694,403.8284288,430.4078486,320.9788854,383.3087477,377.7542913,381.691985,385.6073007,381.2266107,379.3172098
1/1/2016,376.4345521,392.4364819,425.5652941,431.2124565,328.6026752,368.0474187,373.6530046,377.7428764,370.4097782,376.7294231,373.5433652
2/1/2016,375.0751795,403.9364841,431.9294043,430.2765443,323.6912761,368.6012792,364.9173073,372.6327686,360.4229602,376.2044851,369.540252
3/1/2016,370.6751337,409.3283779,440.0017599,453.1137051,303.8157204,368.9179737,357.5151285,373.3960882,357.3951636,376.5417581,369.4234545
4/1/2016,368.3040999,398.8320051,438.6311538,439.0187872,265.1669294,307.3499978,351.1674742,373.5347642,369.7325487,382.3728714,373.5220622
5/1/2016,372.6158004,367.3882483,430.9769537,415.0425736,254.1061522,314.7016759,343.778693,379.8167351,375.7719201,390.6365511,380.7723781
6/1/2016,373.1834902,339.4240762,399.409613,317.5325888,271.5879968,266.0292932,351.9417034,400.1791045,400.994711,400.8431944,388.7838471
7/1/2016,381.2520615,334.5380848,380.5820924,332.0813708,273.7797773,279.3040269,378.4073178,414.3320351,404.8639269,397.6344529,396.5014952
8/1/2016,388.8985612,332.2577134,371.1864488,322.3008077,299.0864579,287.2978987,405.8576459,428.7306403,412.0717984,398.5143247,403.0975641
9/1/2016,391.9974434,337.4668391,375.4752275,334.500036,353.0791659,297.8700233,411.2435427,422.9509975,411.0696915,400.5512161,403.7912042
10/1/2016,391.1895006,347.2877073,374.3648266,335.6654452,346.7760028,334.9316766,405.8327928,413.6336054,407.5613599,400.8648527,399.0827954
11/1/2016,383.6198551,372.1133942,391.3098144,379.7495774,314.9244401,399.4232913,388.5699361,396.9075759,388.4613376,397.7482617,393.6640834
12/1/2016,381.7924942,382.0796254,410.4358911,422.4806954,325.2507033,391.1032695,379.7061342,387.5883635,379.9859617,385.5036564,387.7874049
1/1/2017,378.9726308,392.8859332,437.0858626,433.8932536,328.7248102,376.0469221,370.4378755,374.623365,369.8524186,377.9350288,384.0432178
2/1/2017,378.2796323,411.3044803,438.2223234,437.4358465,332.2789239,379.4508118,364.2201937,371.232897,361.6687024,373.1363136,381.4067193
3/1/2017,373.1204549,416.6931792,441.3865675,463.2692898,299.7488049,377.7961101,364.3338905,387.2916502,364.2022757,374.2395157,379.7245542
4/1/2017,372.4333322,407.9624955,440.1340885,443.8560259,258.8714839,319.2317771,349.0198163,376.1028131,372.8083986,378.4959321,382.4877863
5/1/2017,373.6637346,372.1168427,435.3873685,417.040121,272.0407932,309.1588258,339.2350083,383.228707,377.386452,388.3407635,386.8067749
6/1/2017,375.3140792,338.1143858,402.9435349,321.8490171,267.5650223,264.4247949,352.2686452,394.7708663,392.3387926,398.6318555,390.5355318
7/1/2017,381.104697,336.2574885,383.7599663,333.7743642,270.671731,263.5342567,376.0875829,412.6084886,403.3858777,398.114264,398.9320499
8/1/2017,390.2691366,335.1846002,376.2372485,327.3548252,317.5197333,289.3710548,409.3458277,423.5853391,414.8822858,400.3541762,402.5017461
9/1/2017,393.0959011,339.2523643,374.3966224,335.3306203,352.2578539,305.9481359,406.4034936,423.0726224,416.0019643,400.9972814,402.4971671
10/1/2017,393.4796322,353.7655696,387.2731662,347.0692831,360.5920324,329.3625774,409.3447603,411.3665212,397.5610872,399.9561114,399.3605987
11/1/2017,381.9943783,377.9828495,393.6420503,387.5950702,312.2811406,399.8712896,393.9682655,398.67571,395.809788,396.8822254,394.870788
12/1/2017,382.6080336,387.3775761,408.5808695,423.491378,321.3118709,397.3671288,385.8965938,383.3329705,381.1083525,387.454621,390.0348776
1/1/2018,378.4801318,401.5767953,434.2549406,433.8481249,333.0130534,380.8866138,371.4331347,386.5447599,372.6731192,381.8453554,385.8015387
2/1/2018,378.7275985,422.5407743,440.3273814,438.5740267,329.6789309,380.4586348,365.8984767,387.6499096,364.3741618,377.3201038,382.5266429
3/1/2018,373.6507349,422.7962715,447.1687718,468.8393053,315.9323278,376.3241261,362.9601738,372.0093286,364.4736322,375.0366884,381.6736118
4/1/2018,371.1881125,410.9141058,442.1011305,445.6471153,264.2815737,309.2012938,349.8248512,371.3367789,369.3546595,377.760803,382.9952622
5/1/2018,371.3566724,372.0054485,435.7926395,428.6972992,264.5233257,307.7715919,344.0995181,386.3359009,377.1657017,385.365615,386.0475402
6/1/2018,375.2838929,338.8565168,408.513659,340.0338608,274.6516258,267.7524464,358.0221118,409.9212864,397.9446858,397.9109864,390.7192415
7/1/2018,382.5968089,340.5009271,393.9624401,341.9476264,269.3000314,288.6458974,379.7328583,415.7166148,402.2387956,399.3997623,397.509007
8/1/2018,389.9011954,340.4344741,377.9783258,333.376134,301.0234094,303.73214,407.948403,418.6050339,409.2733719,401.4604285,399.6746044
9/1/2018,394.4291036,337.6234961,381.4619997,343.8226472,288.9295668,319.5875129,424.8110693,423.6087439,416.4584837,403.021071,400.0437793
10/1/2018,393.994612,347.2025529,386.1293323,340.8784972,344.9734818,351.8331325,409.4344394,419.261523,402.0557664,402.414108,397.7373317
11/1/2018,386.3172175,376.6932349,395.79615,384.2503854,317.7285126,403.348339,392.5266345,403.8003027,396.307853,400.5418488,395.9044279
12/1/2018,382.5095698,389.4558449,408.5404838,429.7185833,333.880192,399.888313,389.2664159,388.1762526,385.9035733,388.8611355,390.7966431
1/1/2019,380.3403602,399.4902556,435.0649658,434.4826033,329.5247856,379.2766068,377.9015723,379.7764285,371.9358927,381.8885827,385.4080044
2/1/2019,381.5830678,417.84406,442.357359,438.5266718,327.9436449,380.4350771,366.0353897,383.7819726,373.7977997,377.503707,381.1934673
3/1/2019,377.4743225,417.0098581,445.2295771,458.5143399,318.7221535,374.5138357,358.5359461,381.6557471,376.6873488,376.4346565,378.6335053
4/1/2019,373.7790136,407.2845323,444.6383118,448.6579565,276.2383611,322.3274359,350.8121078,379.7212109,379.3138476,379.8733449,381.6152597
5/1/2019,379.6495815,358.726509,428.792995,408.5048696,274.3813419,313.0905825,347.8411226,388.0329053,393.9870314,388.6297785,387.8234081
6/1/2019,377.6468692,344.5487702,404.8748765,313.3252224,276.6221293,273.7647647,368.4896982,408.9477196,414.8408379,399.7884304,396.3407308
7/1/2019,380.5204475,337.5278044,398.0205242,337.1370172,269.3214999,275.4058997,384.2082741,418.0576137,417.7852567,403.7087403,402.3112742
8/1/2019,393.8925961,332.090688,383.1220197,336.568482,297.8536532,300.6896566,417.6458252,424.5727751,418.2159059,407.4628481,406.1184374
9/1/2019,400.1424642,340.2611392,385.9217774,341.150227,349.2542226,315.193587,423.2626629,421.2490567,420.2137695,406.5971357,406.3451688
10/1/2019,396.5453249,351.3445046,392.5442117,354.1055234,363.845454,343.6200381,405.7695476,415.1589305,412.6653304,409.7828719,403.4833204
11/1/2019,388.4786424,382.6838605,398.9388881,380.1284754,308.989243,393.153512,397.9448807,403.1289125,416.0787716,405.191906,400.4881324
12/1/2019,382.4282431,393.4439934,410.7839898,426.0044194,339.3471111,391.777227,391.1485782,387.7514068,431.527652,394.9328872,393.6557759
1/1/2020,384.923637,406.9176185,440.1728156,442.0997463,322.1583732,380.339071,381.0422298,387.3499431,385.8998373,386.7850087,387.4612231
2/1/2020,386.4095492,422.3564454,441.267941,440.7432872,332.0654132,373.2171397,370.1050621,378.8182423,379.0147512,380.6675483,384.3216272
3/1/2020,385.2128532,434.4171352,458.8173457,486.7301748,318.3652402,372.6967649,364.6239185,401.2682493,385.9966409,378.597639,384.5702009
4/1/2020,381.2806591,421.0372689,444.37832,458.9655083,283.9156621,312.9183643,353.1296241,380.8954044,393.5433812,385.3269683,387.4205398
5/1/2020,379.1239908,375.4463075,429.728395,409.5126024,274.4656686,307.5277947,354.6094973,390.06036,401.8779091,394.9467379,392.8666403
6/1/2020,382.5654037,346.763233,409.2333925,311.3002446,278.9654408,263.2458471,365.5033391,410.2407495,422.9693773,403.1803209,398.6566064
7/1/2020,386.7664992,348.2560104,403.3113197,342.3168925,266.9366608,270.4531275,394.5708284,424.3479612,424.9171421,405.3274723,405.364351
8/1/2020,395.5125533,335.8242149,391.1582469,336.8598479,300.39407,290.9398417,419.3281371,428.5350811,426.3521649,407.8936624,407.7395261
9/1/2020,398.7624359,340.1295647,389.1323345,341.077554,337.5820558,312.1038482,423.7225885,426.5756419,440.1422631,408.6277722,408.6606513
10/1/2020,397.6317231,356.2804083,389.138236,352.3319632,362.0244222,335.4647786,410.7578323,419.5067503,421.9287931,406.5868249,407.6315703
11/1/2020,391.9708195,383.0627368,396.0000136,385.8235097,320.2384071,364.0269776,397.4222816,404.9369183,418.2188219,401.9183938,403.1252204
12/1/2020,389.3369574,398.4110011,414.0699149,428.9711743,322.7233989,373.2785528,390.5987927,386.9506186,401.0040389,391.1296933,398.4177396
1/1/2021,393.6595282,409.7007898,439.634794,438.1514522,332.5306957,371.7826939,381.1128347,378.9524766,386.4059824,385.3451828,393.3230866
2/1/2021,398.1443411,429.1464382,444.0306871,442.7255522,328.6246902,376.3104991,373.6547892,378.7147216,384.4694823,380.1027502,392.0459905
3/1/2021,402.5262181,435.9288981,456.7167937,493.8560703,325.6744866,365.3104825,363.9171833,390.1598349,385.3098571,379.780689,390.6814452
4/1/2021,395.0888339,427.1980669,453.8356488,470.5820903,288.5344062,315.4394392,350.0078913,384.2581048,392.7814628,381.1365586,392.2653008
5/1/2021,396.9544522,389.7819438,434.4381329,431.4722951,286.8502621,304.9300415,349.1867658,400.3597026,411.1266792,392.6951234,393.8424657
6/1/2021,399.0097762,350.4347649,406.3708,316.19199,281.1914274,265.6328178,365.0326733,424.3991337,420.2619545,398.734898,399.3360803
7/1/2021,398.3486523,328.7314555,391.8686852,336.2691134,288.6270691,271.0783108,397.5685877,426.3157143,432.643074,403.0362807,404.5543303
8/1/2021,403.0356538,324.0136211,391.6063461,330.8160477,309.4464337,290.1101657,418.2012506,428.5489309,428.1375428,406.6604013,405.9973845
9/1/2021,401.1214829,330.5456015,389.4079961,337.1334788,342.450563,315.9966691,425.3060942,428.5731975,432.6838186,408.438915,405.705497
10/1/2021,399.7300784,357.885297,394.4019818,350.5209757,367.4832516,331.7643417,410.3424704,422.9295536,423.9463433,408.8867857,406.0307671
11/1/2021,395.7241095,393.4442039,401.2470701,394.2505389,328.4593357,363.7805798,396.000647,403.3897239,420.7464201,403.9779229,402.6504539
12/1/2021,393.0160513,412.2478216,419.6371719,434.5607589,334.4374854,402.6610526,393.9462628,394.1482111,423.9018873,391.9992533,398.3836042
1/1/2022,395.5888626,427.2569803,432.1973497,447.7422349,374.2082265,386.2414244,383.3843114,383.0986598,392.9575937,384.9905872,393.5046657
2/1/2022,394.0272659,436.4001314,436.6407387,443.0945246,364.3113303,375.9836791,374.8431116,397.4981144,386.9985073,379.8627479,391.5652556
3/1/2022,394.2706863,444.399839,454.5125794,489.5853215,358.0948853,370.9772921,367.7573798,385.3435209,386.5806884,379.6809915,390.4675552
4/1/2022,396.7893331,425.9559555,452.7929603,475.6256872,311.8293403,310.3493693,353.6579297,384.6992569,394.662587,380.7122527,394.2340312
5/1/2022,395.5415493,388.2705673,432.2197159,430.8939681,321.8051316,303.4888403,353.9651361,400.0298327,412.5845709,391.1274273,395.3918603
6/1/2022,392.2637992,349.0492804,408.8356389,321.6748443,311.4453966,261.6445762,371.7239117,422.9743996,435.4113105,402.9147114,402.973823
7/1/2022,395.384524,339.925789,401.0560223,336.2533637,305.0506551,265.8261277,392.0353006,425.3239396,436.853688,405.0944877,406.9538558
8/1/2022,396.8758364,334.2129969,384.8929143,343.5140039,331.8485586,297.4063354,416.3885253,430.3519669,436.4851945,407.3981613,408.0320699
9/1/2022,399.5165036,339.0906424,389.2017111,346.1002835,374.608951,315.8681521,416.7007015,428.3161639,450.7224702,407.4494255,408.3971679
10/1/2022,400.2720023,352.2265521,388.5270563,365.3962331,398.0436215,348.8228836,409.9113331,419.0882001,438.4844867,406.3432305,406.8376322
11/1/2022,397.0175449,392.4215815,408.9631003,412.9884119,360.9935787,388.8679667,399.2267075,404.9894954,427.142528,403.6053518,403.4157333
12/1/2022,393.5838254,412.7055603,411.4207602,440.5368368,388.2702298,389.1236935,394.7945709,395.7622581,417.5365831,388.5747904,399.1146526
1/1/2023,394.8103793,427.8156468,430.8201986,442.44376,380.8059446,380.3671144,384.4313884,386.6090775,392.9066714,384.6128995,392.5049095
2/1/2023,399.3039943,434.592328,449.1578144,464.310713,379.2747669,372.7567295,381.9610387,382.7571086,383.2344312,379.4742812,392.1015294
3/1/2023,403.0695024,437.3702176,457.1215224,483.5833824,376.9728448,371.0902303,374.8089723,384.4221688,380.666816,377.7369852,391.5471387
4/1/2023,402.9244695,428.9088119,450.3553328,472.095801,316.0634089,318.7756124,375.4594492,386.7309547,390.8186134,381.9043734,393.9761764
5/1/2023,387.4803289,396.5694048,438.2757136,439.9271948,321.5985195,305.2926612,360.0605842,403.7411126,409.892315,395.3145209,394.1083935
6/1/2023,383.8912367,356.8613783,405.5170855,336.1904964,318.9594243,268.9774948,339.0105473,416.9490494,423.9413794,405.5749045,399.3857583
7/1/2023,395.8777292,341.9544211,393.8298831,336.4710391,300.9605908,279.9458994,352.8416486,431.9176262,434.370228,404.8313551,404.8709428
8/1/2023,402.7668396,340.4375124,395.1149872,342.7389456,332.3150816,296.713633,403.6405237,437.9874649,432.9689864,406.7130254,404.9004697
9/1/2023,403.9084795,344.3901664,389.5205118,348.8696283,374.5785548,321.443389,405.7637698,430.7907623,443.0539922,407.0189213,405.5128882
10/1/2023,402.1989079,364.0059348,392.6106362,364.524607,395.5129445,343.6370892,400.4947186,421.3781169,432.2779559,406.9655591,403.3339615
11/1/2023,396.990109,388.8594868,400.2183815,399.2705411,362.0932804,388.1117428,394.4907269,405.102158,426.3858304,403.3022675,400.8451346
12/1/2023,390.2576074,407.326232,419.8053774,446.3618946,369.0622975,391.6393234,395.5116549,393.0829392,407.5328694,391.6246741,395.7268522
